time,S_C_LOAD_ON_BUS-1
10-01-2022 00:12:33,276.378664
10-01-2022 00:12:34,283.0477904
10-01-2022 00:12:35,283.0477904
10-01-2022 00:12:36,283.0477904
10-01-2022 00:12:37,283.0477904
10-01-2022 00:12:38,276.378664
10-01-2022 00:12:39,276.378664
10-01-2022 00:12:40,276.378664
10-01-2022 00:12:41,276.378664
10-01-2022 00:12:42,276.378664
10-01-2022 00:12:43,268.1324016
10-01-2022 00:12:44,268.1324016
10-01-2022 00:12:45,268.1324016
10-01-2022 00:12:46,274.801528
10-01-2022 00:12:47,274.801528
10-01-2022 00:12:48,274.801528
10-01-2022 00:12:49,274.801528
10-01-2022 00:12:50,268.1324016
10-01-2022 00:12:51,276.378664
10-01-2022 00:12:52,276.378664
10-01-2022 00:12:53,276.378664
10-01-2022 00:12:54,276.378664
10-01-2022 00:12:55,276.378664
10-01-2022 00:12:56,276.378664
10-01-2022 00:12:57,276.378664
10-01-2022 00:12:58,309.724296
10-01-2022 00:12:59,301.4780336
10-01-2022 00:13:00,301.4780336
10-01-2022 00:13:01,301.4780336
10-01-2022 00:13:02,274.801528
10-01-2022 00:13:03,274.801528
10-01-2022 00:13:04,274.801528
10-01-2022 00:13:05,274.801528
10-01-2022 00:13:06,274.801528
10-01-2022 00:13:07,283.0477904
10-01-2022 00:13:08,283.0477904
10-01-2022 00:13:09,283.0477904
10-01-2022 00:13:10,276.378664
10-01-2022 00:13:11,276.378664
10-01-2022 00:13:12,276.378664
10-01-2022 00:13:13,276.378664
10-01-2022 00:13:14,289.7169168
10-01-2022 00:13:15,281.4706544
10-01-2022 00:13:16,281.4706544
10-01-2022 00:13:17,281.4706544
10-01-2022 00:13:18,281.4706544
10-01-2022 00:13:19,281.4706544
10-01-2022 00:13:20,281.4706544
10-01-2022 00:13:21,281.4706544
10-01-2022 00:13:22,274.801528
10-01-2022 00:13:23,274.801528
10-01-2022 00:13:24,274.801528
10-01-2022 00:13:25,274.801528
10-01-2022 00:13:26,314.8162864
10-01-2022 00:13:27,314.8162864
10-01-2022 00:13:28,314.8162864
10-01-2022 00:13:29,314.8162864
10-01-2022 00:13:30,268.1324016
10-01-2022 00:13:31,268.1324016
10-01-2022 00:13:32,268.1324016
10-01-2022 00:13:33,268.1324016
10-01-2022 00:13:34,268.1324016
10-01-2022 00:13:35,268.1324016
10-01-2022 00:13:36,268.1324016
10-01-2022 00:13:37,268.1324016
10-01-2022 00:13:38,274.801528
10-01-2022 00:13:39,274.801528
10-01-2022 00:13:40,274.801528
10-01-2022 00:13:41,274.801528
10-01-2022 00:13:42,274.801528
10-01-2022 00:13:43,274.801528
10-01-2022 00:13:44,274.801528
10-01-2022 00:13:45,274.801528
10-01-2022 00:13:46,274.801528
10-01-2022 00:13:47,274.801528
10-01-2022 00:13:48,274.801528
10-01-2022 00:13:49,274.801528
10-01-2022 00:13:50,281.4706544
10-01-2022 00:13:51,281.4706544
10-01-2022 00:13:52,281.4706544
10-01-2022 00:13:53,281.4706544
10-01-2022 00:13:54,274.801528
10-01-2022 00:13:55,266.5552656
10-01-2022 00:13:56,266.5552656
10-01-2022 00:13:57,266.5552656
10-01-2022 00:13:58,273.224392
10-01-2022 00:13:59,273.224392
10-01-2022 00:14:00,273.224392
10-01-2022 00:14:01,273.224392
10-01-2022 00:14:02,266.5552656
10-01-2022 00:14:03,274.801528
10-01-2022 00:14:04,274.801528
10-01-2022 00:14:05,274.801528
10-01-2022 00:14:06,268.1324016
10-01-2022 00:14:07,268.1324016
10-01-2022 00:14:08,268.1324016
10-01-2022 00:14:09,268.1324016
10-01-2022 00:14:10,288.1397808
10-01-2022 00:14:11,288.1397808
10-01-2022 00:14:12,288.1397808
10-01-2022 00:14:13,288.1397808
10-01-2022 00:14:14,288.1397808
10-01-2022 00:14:15,288.1397808
10-01-2022 00:14:16,288.1397808
10-01-2022 00:14:17,288.1397808
10-01-2022 00:14:18,281.4706544
10-01-2022 00:14:19,281.4706544
10-01-2022 00:14:20,281.4706544
10-01-2022 00:14:21,281.4706544
10-01-2022 00:14:22,288.1397808
10-01-2022 00:14:23,288.1397808
10-01-2022 00:14:24,288.1397808
10-01-2022 00:14:25,288.1397808
10-01-2022 00:14:26,274.801528
10-01-2022 00:14:27,266.5552656
10-01-2022 00:14:28,266.5552656
10-01-2022 00:14:29,266.5552656
10-01-2022 00:14:30,266.5552656
10-01-2022 00:14:31,266.5552656
10-01-2022 00:14:32,266.5552656
10-01-2022 00:14:33,266.5552656
10-01-2022 00:14:34,273.224392
10-01-2022 00:14:35,281.4706544
10-01-2022 00:14:36,281.4706544
10-01-2022 00:14:37,281.4706544
10-01-2022 00:14:38,288.1397808
10-01-2022 00:14:39,288.1397808
10-01-2022 00:14:40,288.1397808
10-01-2022 00:14:41,288.1397808
10-01-2022 00:14:42,281.4706544
10-01-2022 00:14:43,281.4706544
10-01-2022 00:14:44,281.4706544
10-01-2022 00:14:45,281.4706544
10-01-2022 00:14:46,288.1397808
10-01-2022 00:14:47,288.1397808
10-01-2022 00:14:48,288.1397808
10-01-2022 00:14:49,288.1397808
10-01-2022 00:14:50,274.801528
10-01-2022 00:14:51,274.801528
10-01-2022 00:14:52,274.801528
10-01-2022 00:14:53,274.801528
10-01-2022 00:14:54,281.4706544
10-01-2022 00:14:55,281.4706544
10-01-2022 00:14:56,281.4706544
10-01-2022 00:14:57,281.4706544
10-01-2022 00:14:58,274.801528
10-01-2022 00:14:59,274.801528
10-01-2022 00:15:00,274.801528
10-01-2022 00:15:01,274.801528
10-01-2022 00:15:02,274.801528
10-01-2022 00:15:03,274.801528
10-01-2022 00:15:04,274.801528
10-01-2022 00:15:05,274.801528
10-01-2022 00:15:06,321.4854128
10-01-2022 00:15:07,324.6066304
10-01-2022 00:15:08,324.6066304
10-01-2022 00:15:09,324.6066304
10-01-2022 00:15:10,284.2033792
10-01-2022 00:15:11,284.2033792
10-01-2022 00:15:12,284.2033792
10-01-2022 00:15:13,284.2033792
10-01-2022 00:15:14,284.2033792
10-01-2022 00:15:15,284.2033792
10-01-2022 00:15:16,284.2033792
10-01-2022 00:15:17,284.2033792
10-01-2022 00:15:18,284.2033792
10-01-2022 00:15:19,284.2033792
10-01-2022 00:15:20,284.2033792
10-01-2022 00:15:21,284.2033792
10-01-2022 00:15:22,277.469504
10-01-2022 00:15:23,277.469504
10-01-2022 00:15:24,277.469504
10-01-2022 00:15:25,277.469504
10-01-2022 00:15:26,277.469504
10-01-2022 00:15:27,277.469504
10-01-2022 00:15:28,277.469504
10-01-2022 00:15:29,277.469504
10-01-2022 00:15:31,284.2033792
10-01-2022 00:15:32,275.877056
10-01-2022 00:15:33,275.877056
10-01-2022 00:15:34,275.877056
10-01-2022 00:15:35,269.1431808
10-01-2022 00:15:36,269.1431808
10-01-2022 00:15:37,269.1431808
10-01-2022 00:15:38,269.1431808
10-01-2022 00:15:39,323.0141824
10-01-2022 00:15:40,316.8023712
10-01-2022 00:15:41,316.8023712
10-01-2022 00:15:42,316.8023712
10-01-2022 00:15:43,270.571728
10-01-2022 00:15:44,270.571728
10-01-2022 00:15:45,270.571728
10-01-2022 00:15:46,270.571728
10-01-2022 00:15:47,263.9673504
10-01-2022 00:15:48,263.9673504
10-01-2022 00:15:49,263.9673504
10-01-2022 00:15:50,263.9673504
10-01-2022 00:15:51,270.571728
10-01-2022 00:15:52,270.571728
10-01-2022 00:15:53,270.571728
10-01-2022 00:15:54,270.571728
10-01-2022 00:15:55,270.571728
10-01-2022 00:15:56,278.7379296
10-01-2022 00:15:57,278.7379296
10-01-2022 00:15:58,278.7379296
10-01-2022 00:15:59,291.9466848
10-01-2022 00:16:00,291.9466848
10-01-2022 00:16:01,291.9466848
10-01-2022 00:16:02,291.9466848
10-01-2022 00:16:03,291.9466848
10-01-2022 00:16:04,300.1128864
10-01-2022 00:16:05,300.1128864
10-01-2022 00:16:06,300.1128864
10-01-2022 00:16:07,326.5303968
10-01-2022 00:16:08,326.5303968
10-01-2022 00:16:09,326.5303968
10-01-2022 00:16:10,326.5303968
10-01-2022 00:16:11,300.1128864
10-01-2022 00:16:12,294.8089072
10-01-2022 00:16:13,294.8089072
10-01-2022 00:16:14,294.8089072
10-01-2022 00:16:15,288.1397808
